"","speaker","begin","end"
"1","INV","0","1637"
"2","INV","1637","2612"
"3","INV","2612","4296"
"4","INV","4296","6616"
"5","PAR","6616","8966"
"6","PAR","8966","10335"
"7","PAR","10335","12965"
"8","PAR","12965","17479"
"9","PAR","17479","21089"
"10","PAR","21089","29758"
"11","PAR","29758","33960"
"12","PAR","33960","41446"
"13","PAR","41446","44605"
"14","PAR","44605","53383"
"15","PAR","53383","60200"
"16","PAR","60200","61164"
"17","PAR","61164","65912"
"18","INV","65912","67531"
"19","INV","67531","69973"
"20","INV","69973","77074"
"21","PAR","77074","77586"
"22","INV","77586","82084"
"23","INV","82084","84341"
"24","INV","84341","87035"
"25","INV","87003","87843"
"26","INV","87843","89540"
"27","INV","89540","90240"
"28","INV","90348","92698"
"29","INV","92698","96417"
"30","INV","96417","98114"
"31","INV","98114","98737"
"32","INV","98737","102597"
"33","INV","102597","104527"
"34","PAR","104465","106737"
"35","PAR","106814","108883"
"36","PAR","108883","111421"
"37","PAR","111421","119124"
"38","PAR","119124","124556"
"39","PAR","124556","128945"
"40","PAR","128945","148383"
"41","PAR","148383","150686"
"42","PAR","150686","164000"
"43","INV","164000","165549"
