"","speaker","begin","end"
"1","INV","0","1121"
"2","PAR","1121","8784"
"3","INV","8048","10102"
"4","PAR","9099","10319"
"5","PAR","10319","12278"
"6","PAR","12278","13401"
"7","PAR","13401","15377"
"8","PAR","15377","16000"
"9","PAR","16000","16560"
"10","PAR","16560","17851"
"11","PAR","17851","18786"
"12","PAR","18786","24685"
"13","PAR","24685","26569"
"14","PAR","26569","31114"
"15","PAR","31114","32500"
"16","PAR","32500","36624"
"17","PAR","36624","37744"
"18","PAR","37744","39628"
"19","INV","39628","41263"
"20","PAR","41479","46158"
"21","PAR","46158","49042"
"22","PAR","49042","49976"
"23","PAR","49976","51595"
"24","PAR","51595","53228"
"25","PAR","53228","58394"
"26","PAR","58394","59857"
"27","PAR","59857","60661"
"28","PAR","60661","62474"
"29","INV","62474","64046"
"30","INV","64046","65137"
"31","PAR","65072","66457"
"32","PAR","66457","68232"
"33","PAR","68232","70114"
"34","PAR","70114","72154"
"35","PAR","72154","74971"
"36","PAR","74971","81601"
"37","PAR","81401","82785"
"38","PAR","82785","87718"
"39","PAR","87717","93356"
"40","PAR","93356","95724"
"41","PAR","95724","102539"
"42","PAR","102539","107508"
"43","PAR","107508","108925"
"44","PAR","108925","110121"
"45","INV","110121","112111"
"46","INV","112111","113831"
"47","INV","113831","116493"
"48","PAR","116493","119777"
"49","PAR","119777","121349"
"50","INV","121349","123652"
"51","PAR","123652","124570"
"52","PAR","124570","125817"
"53","PAR","125817","127933"
