"","speaker","begin","end"
"1","INV","0","1045"
"2","INV","1045","2578"
"3","PAR","2578","3170"
"4","PAR","3170","4281"
"5","PAR","4281","4804"
"6","PAR","4804","5822"
"7","PAR","5822","12638"
"8","PAR","12638","23650"
"9","PAR","23650","24576"
"10","PAR","24576","36630"
"11","PAR","36630","37492"
"12","PAR","37492","40855"
"13","PAR","40855","42915"
"14","PAR","42915","51546"
"15","PAR","51546","57071"
"16","INV","57071","70299"
"17","PAR","70299","71731"
"18","PAR","71731","72447"
"19","PAR","72447","73318"
"20","PAR","73318","74885"
"21","PAR","74885","76394"
"22","PAR","76394","82813"
"23","PAR","82813","89599"
"24","PAR","89599","96135"
"25","PAR","96135","100461"
"26","PAR","100461","106797"
"27","PAR","106797","113878"
"28","PAR","113878","121737"
"29","PAR","121737","126600"
"30","INV","126600","127807"
"31","PAR","127807","128736"
"32","INV","128736","129444"
"33","PAR","129444","130629"
"34","PAR","130180","133471"
"35","INV","133471","140000"
