"","speaker","begin","end"
"1","PAR","0","996"
"2","INV","996","1619"
"3","PAR","1619","2818"
"4","PAR","2818","4110"
"5","PAR","4110","6026"
"6","PAR","6026","11500"
"7","PAR","11500","13510"
"8","PAR","13510","15706"
"9","INV","15706","16598"
"10","PAR","16598","17885"
"11","PAR","17885","23831"
"12","PAR","23831","35378"
"13","PAR","35378","37279"
"14","PAR","37279","44377"
"15","PAR","44377","45905"
"16","PAR","45705","47927"
"17","PAR","47927","49246"
"18","PAR","49246","50494"
"19","PAR","50494","60705"
"20","INV","62258","63768"
"21","INV","63768","65393"
"22","PAR","65393","66538"
"23","INV","66538","67165"
"24","PAR","66538","67866"
"25","INV","68069","69299"
"26","PAR","69299","70034"
"27","INV","70034","70965"
"28","PAR","70965","72275"
"29","INV","72275","73331"
"30","PAR","73331","77019"
"31","PAR","77019","79400"
"32","INV","79400","81097"
"33","PAR","81097","93000"
"34","PAR","93000","95000"
"35","PAR","95000","97051"
"36","INV","97051","99479"
"37","INV","99479","103136"
"38","PAR","102888","103376"
"39","PAR","103376","104587"
"40","PAR","104587","105493"
"41","PAR","105493","106483"
"42","INV","106483","107650"
"43","PAR","107650","110342"
"44","PAR","110342","115525"
"45","PAR","115525","116927"
"46","PAR","116927","119759"
"47","PAR","119759","123199"
"48","INV","123199","124459"
"49","PAR","123759","125393"
"50","INV","125393","129393"
