"","speaker","begin","end"
"1","INV","0","468"
"2","PAR","468","1853"
"3","INV","1853","4748"
"4","PAR","4748","6539"
"5","PAR","6539","7316"
"6","PAR","7362","10366"
"7","PAR","10366","18226"
"8","PAR","18226","20093"
"9","PAR","20093","23797"
"10","PAR","23797","28964"
"11","PAR","28964","31782"
"12","PAR","31782","38754"
"13","PAR","38754","41524"
"14","PAR","41524","47062"
"15","PAR","47062","47851"
"16","PAR","47851","52574"
"17","PAR","52730","56389"
"18","PAR","56389","64295"
"19","INV","64295","65959"
"20","INV","65959","67671"
"21","PAR","67671","69150"
"22","INV","69150","70450"
"23","PAR","70450","72854"
"24","PAR","72854","75454"
"25","PAR","75484","77493"
"26","PAR","77493","84464"
"27","PAR","84464","86877"
"28","PAR","86877","92231"
"29","PAR","92231","98159"
"30","PAR","98159","101770"
"31","PAR","101770","122000"
"32","PAR","122000","124386"
"33","INV","124386","129817"
