"","speaker","begin","end"
"1","INV","0","6554"
"2","INV","6554","8732"
"3","PAR","8732","10896"
"4","PAR","10896","12671"
"5","PAR","12671","13152"
"6","PAR","13152","15831"
"7","PAR","15831","16982"
"8","PAR","16982","22726"
"9","PAR","22726","26072"
"10","PAR","26072","27972"
"11","PAR","27972","29045"
"12","PAR","29045","31241"
"13","PAR","31241","35924"
"14","PAR","35924","37465"
"15","PAR","37465","51675"
"16","INV","51275","51618"
"17","INV","51618","53365"
"18","PAR","53365","54605"
"19","PAR","54605","57952"
"20","PAR","57952","61687"
"21","PAR","61687","63711"
"22","PAR","63711","66282"
"23","PAR","66282","67258"
"24","PAR","67258","68699"
"25","INV","68699","70240"
"26","PAR","70240","71127"
"27","INV","70727","71676"
"28","PAR","71076","72268"
"29","INV","72268","74964"
"30","PAR","74964","76486"
"31","PAR","76486","77529"
"32","PAR","77529","78308"
"33","PAR","78308","80038"
"34","PAR","80038","86261"
"35","PAR","86261","91925"
"36","PAR","91925","96938"
"37","PAR","96938","106675"
"38","INV","106675","108516"
"39","INV","108516","111177"
"40","PAR","111177","112952"
"41","PAR","112952","115535"
"42","PAR","115535","128173"
"43","PAR","128173","134200"
"44","INV","134200","134787"
