"","speaker","begin","end"
"1","INV","0","1744"
"2","INV","1744","2849"
"3","PAR","2849","3628"
"4","PAR","3628","4701"
"5","PAR","4701","5479"
"6","PAR","5479","6476"
"7","PAR","6476","7970"
"8","PAR","7970","10055"
"9","PAR","10055","11003"
"10","PAR","11003","13214"
"11","PAR","13214","15829"
"12","PAR","15829","19564"
"13","PAR","19564","21105"
"14","PAR","21105","24000"
"15","PAR","24000","26536"
"16","PAR","26536","28451"
"17","PAR","28451","33105"
"18","PAR","33105","42017"
"19","PAR","42017","44015"
"20","PAR","44015","44700"
"21","PAR","44700","47751"
"22","PAR","47751","51083"
"23","PAR","51083","53758"
"24","PAR","53758","56684"
"25","PAR","56684","60248"
"26","INV","60248","65493"
"27","PAR","65493","67658"
"28","INV","67658","67968"
"29","PAR","67968","68436"
"30","PAR","68436","69960"
"31","PAR","69960","72154"
"32","PAR","72154","77150"
"33","PAR","77150","79081"
"34","INV","79081","79687"
"35","PAR","79687","82910"
"36","PAR","82910","96995"
"37","PAR","96995","111832"
"38","PAR","111832","113304"
"39","INV","113304","113974"
"40","PAR","113974","115188"
"41","INV","114988","116105"
"42","PAR","115505","116573"
"43","INV","116273","117989"
"44","PAR","116843","118037"
"45","INV","118037","119468"
"46","PAR","119468","127015"
"47","INV","127015","128821"
"48","INV","128821","130579"
