"","speaker","begin","end"
"1","INV","0","1950"
"2","INV","1950","3657"
"3","INV","3657","4957"
"4","INV","4957","6455"
"5","INV","6455","8382"
"6","INV","8382","12794"
"7","INV","12794","14896"
"8","PAR","14896","16591"
"9","PAR","16591","19319"
"10","PAR","19319","21223"
"11","PAR","21223","28793"
"12","PAR","28793","30918"
"13","PAR","30918","32067"
"14","PAR","32067","35620"
"15","PAR","35620","37373"
"16","PAR","37373","38371"
"17","PAR","38371","45871"
"18","PAR","45871","47636"
"19","PAR","47636","48356"
"20","PAR","48356","71784"
"21","INV","71784","73096"
"22","PAR","73096","75709"
"23","INV","75709","77415"
"24","INV","77415","80086"
"25","INV","80086","86204"
"26","INV","86204","88027"
"27","INV","88027","88863"
"28","INV","88863","90523"
"29","PAR","90023","91638"
"30","INV","90038","92035"
"31","INV","92035","100278"
"32","INV","100278","105874"
"33","INV","105874","106733"
"34","INV","106733","110135"
"35","INV","110135","113873"
"36","INV","113873","116392"
"37","PAR","116392","116996"
"38","INV","116996","120476"
"39","INV","120476","122348"
"40","PAR","122348","123660"
"41","PAR","123660","124890"
"42","PAR","124890","125784"
"43","PAR","125784","127387"
"44","PAR","127387","139983"
"45","PAR","139983","141760"
"46","PAR","141760","145754"
"47","PAR","145754","147878"
"48","PAR","147878","155344"
"49","PAR","155344","160963"
"50","PAR","160963","173896"
"51","INV","173896","176531"
"52","PAR","176531","181605"
"53","INV","181605","183405"
