"","speaker","begin","end"
"1","INV","0","3238"
"2","INV","3238","7533"
"3","PAR","7533","10506"
"4","INV","10506","11315"
"5","PAR","11315","13370"
"6","INV","13370","14210"
"7","PAR","14210","16778"
"8","INV","16778","17587"
"9","PAR","17287","18428"
"10","PAR","18428","19721"
"11","PAR","19721","27378"
"12","INV","27378","28156"
"13","INV","28156","33494"
"14","PAR","33494","35207"
"15","PAR","35207","36638"
"16","PAR","36638","37681"
"17","INV","37681","38834"
"18","PAR","38834","41961"
"19","INV","41961","43829"
"20","PAR","43829","48078"
"21","INV","48078","49260"
"22","PAR","49260","51872"
"23","PAR","51872","53826"
"24","INV","53826","55690"
"25","PAR","55690","56212"
"26","INV","56212","57153"
"27","PAR","57153","58538"
"28","PAR","58538","67441"
"29","INV","66999","67502"
"30","INV","67502","69557"
"31","PAR","69557","75924"
"32","INV","75924","78616"
"33","PAR","78616","80500"
"34","INV","80500","81464"
"35","PAR","81464","86693"
"36","INV","86693","89591"
"37","PAR","89591","90397"
"38","PAR","90397","96638"
"39","PAR","96638","98162"
"40","INV","98162","101509"
"41","PAR","101509","102444"
"42","INV","102444","103252"
"43","INV","103252","106568"
"44","PAR","106568","107408"
"45","INV","107408","108824"
"46","PAR","108824","116450"
"47","INV","116450","119206"
