"","speaker","begin","end"
"1","INV","0","3000"
"2","INV","3000","6181"
"3","PAR","6181","8081"
"4","PAR","8081","8937"
"5","PAR","8937","9605"
"6","PAR","9605","10406"
"7","PAR","10406","12055"
"8","PAR","12400","13055"
"9","PAR","13055","13465"
"10","PAR","13465","14431"
"11","PAR","14431","15318"
"12","PAR","15318","16028"
"13","PAR","16028","16469"
"14","PAR","16469","18617"
"15","PAR","18617","22477"
"16","PAR","22476","30414"
"17","PAR","30414","32095"
"18","PAR","32095","36011"
"19","PAR","36011","36514"
"20","PAR","36514","38522"
"21","PAR","38522","41635"
"22","PAR","41635","46071"
"23","PAR","46071","47736"
"24","PAR","47736","48731"
"25","PAR","48731","54351"
"26","INV","54351","56232"
"27","PAR","56232","59599"
"28","PAR","59599","62572"
"29","INV","62572","65089"
"30","INV","65089","67906"
"31","INV","67900","73710"
"32","INV","73710","74456"
"33","INV","74456","80106"
"34","INV","80106","89300"
"35","INV","89300","93677"
"36","INV","93677","94581"
"37","INV","94581","96867"
"38","PAR","96867","98361"
"39","PAR","98361","98907"
"40","PAR","98907","104604"
"41","PAR","104604","106055"
"42","PAR","106055","119466"
"43","INV","119466","121630"
"44","PAR","121630","126081"
"45","INV","126081","131108"
"46","PAR","131108","136043"
"47","INV","136043","137680"
"48","PAR","137680","140648"
"49","INV","140648","147823"
"50","PAR","147823","149205"
"51","PAR","149205","150150"
"52","PAR","150150","151701"
"53","INV","151701","152524"
"54","PAR","152524","154611"
"55","INV","154611","157131"
"56","PAR","157131","158781"
