"","speaker","begin","end"
"1","INV","0","2568"
"2","INV","2568","3472"
"3","PAR","3472","6554"
"4","INV","6554","12234"
"5","PAR","12234","14709"
"6","INV","14709","15628"
"7","INV","15628","16748"
"8","PAR","16748","18679"
"9","INV","18679","19627"
"10","INV","19627","20904"
"11","PAR","20904","30304"
"12","INV","30304","33355"
"13","INV","33355","36187"
"14","PAR","36187","41182"
"15","INV","41182","43874"
"16","INV","43874","45991"
"17","PAR","45991","47688"
"18","INV","47688","48606"
"19","INV","48606","53214"
"20","PAR","53214","59240"
"21","INV","58866","59782"
"22","INV","59782","60482"
"23","INV","60482","66023"
"24","INV","66023","67377"
"25","INV","67377","69152"
"26","PAR","69152","71736"
"27","INV","71736","74147"
"28","PAR","74147","76000"
"29","INV","76000","78083"
"30","PAR","78083","80483"
"31","INV","80483","84703"
"32","PAR","84703","85636"
"33","PAR","85636","93993"
"34","PAR","93993","96981"
"35","INV","96981","99754"
"36","PAR","99754","101573"
"37","PAR","101573","107000"
"38","PAR","107000","109309"
"39","INV","109309","111431"
"40","PAR","111431","112592"
"41","PAR","112592","116717"
"42","INV","116717","117868"
"43","PAR","117868","122444"
"44","INV","122444","128079"
