"","speaker","begin","end"
"1","INV","0","1059"
"2","PAR","1059","5440"
"3","PAR","5440","8934"
"4","PAR","8934","10747"
"5","PAR","10747","12000"
"6","PAR","12000","14377"
"7","PAR","14377","15542"
"8","PAR","15542","17527"
"9","PAR","17527","19500"
"10","PAR","19500","21400"
"11","PAR","21400","22280"
"12","PAR","22280","26550"
"13","PAR","26550","29590"
"14","PAR","29590","33010"
"15","PAR","33010","39953"
"16","PAR","39953","41550"
"17","PAR","41550","42647"
"18","PAR","42647","43844"
"19","PAR","43844","45333"
"20","PAR","45333","53648"
"21","PAR","53648","56561"
"22","PAR","56561","65650"
"23","PAR","65650","66400"
"24","INV","66400","67205"
