"","speaker","begin","end"
"1","INV","1032","3759"
"2","INV","3759","13303"
"3","INV","13303","14700"
"4","INV","14700","18301"
"5","PAR","18415","23492"
"6","PAR","23492","28162"
"7","PAR","28162","33030"
"8","PAR","33030","36612"
"9","PAR","36612","38701"
"10","PAR","38701","44020"
"11","PAR","44020","51357"
"12","INV","51357","51827"
"13","INV","51827","52589"
"14","PAR","52589","54608"
"15","INV","54554","60126"
"16","INV","60126","63386"
"17","PAR","63386","64148"
"18","PAR","64148","67709"
"19","INV","67709","70248"
"20","PAR","70248","74850"
"21","INV","70248","74850"
"22","INV","74850","76703"
