"","speaker","begin","end"
"1","INV","0","1290"
"2","PAR","1290","2632"
"3","INV","1432","5167"
"4","INV","5167","6677"
"5","PAR","6677","12485"
"6","INV","12485","13261"
"7","INV","13261","14192"
"8","PAR","14192","16964"
"9","PAR","16964","22004"
"10","PAR","22004","25300"
"11","PAR","25300","29007"
"12","PAR","29007","29539"
"13","PAR","29539","30600"
"14","PAR","30600","33244"
"15","PAR","33244","35111"
"16","PAR","35111","36198"
"17","PAR","36198","37521"
"18","PAR","37521","39234"
"19","PAR","39234","40248"
"20","INV","39488","40248"
"21","PAR","40248","41545"
"22","INV","41545","42534"
"23","PAR","42534","43504"
"24","PAR","43504","44373"
"25","PAR","44373","46552"
"26","INV","46552","50597"
"27","INV","50597","51581"
"28","PAR","50681","51609"
"29","INV","51609","53044"
"30","INV","53044","54129"
"31","INV","54129","55071"
"32","PAR","55071","56226"
"33","PAR","56226","58005"
"34","INV","58005","58421"
"35","PAR","58421","59289"
"36","PAR","59289","59800"
"37","PAR","59800","67788"
"38","INV","67788","68045"
"39","PAR","68045","70201"
"40","PAR","70201","71818"
"41","INV","71200","73418"
"42","PAR","73418","74260"
"43","INV","74260","76156"
"44","PAR","76156","77916"
"45","INV","77916","78363"
"46","PAR","78363","86025"
"47","PAR","86025","86800"
"48","PAR","86800","89326"
"49","INV","89326","90120"
"50","PAR","90120","91377"
"51","INV","90820","91177"
"52","PAR","91377","93014"
"53","INV","91514","92200"
"54","INV","93014","93387"
"55","INV","93387","96204"
"56","PAR","93500","94012"
"57","INV","96204","98648"
"58","PAR","98648","100964"
"59","PAR","100964","107229"
"60","INV","107229","108016"
"61","PAR","108016","109338"
"62","INV","109338","114643"
"63","PAR","114643","116322"
"64","PAR","116322","117585"
"65","PAR","117585","119848"
"66","PAR","119848","120776"
"67","PAR","120776","123376"
"68","PAR","123376","127453"
"69","INV","127453","128747"
"70","INV","128747","130045"
"71","PAR","130045","132793"
"72","INV","132793","134190"
"73","PAR","134190","137366"
"74","PAR","138013","139222"
"75","INV","138622","141104"
"76","PAR","140444","141023"
"77","INV","141104","142039"
"78","PAR","141239","143392"
"79","INV","142539","143392"
"80","PAR","143392","144308"
"81","INV","143393","144308"
"82","PAR","144308","145711"
"83","PAR","145711","146505"
"84","INV","146505","147871"
"85","PAR","147871","152670"
"86","PAR","152670","155239"
"87","INV","155139","155707"
"88","PAR","155507","156190"
"89","INV","156000","156640"
"90","PAR","156640","158300"
"91","INV","157700","161341"
"92","PAR","161341","163786"
"93","INV","163786","164483"
"94","PAR","164483","174645"
"95","PAR","174645","179487"
"96","INV","179487","180066"
"97","PAR","180066","185061"
"98","INV","185061","186023"
"99","PAR","186023","192451"
"100","INV","192451","193198"
"101","PAR","193198","197000"
"102","INV","196392","196980"
"103","PAR","197000","198037"
"104","PAR","198037","199609"
"105","INV","199609","201806"
"106","INV","201806","203720"
"107","PAR","203720","205321"
"108","INV","205321","205745"
"109","PAR","205745","207612"
"110","PAR","207612","208824"
"111","INV","208524","208900"
"112","PAR","208900","210846"
"113","INV","209446","212500"
"114","PAR","211398","212729"
"115","INV","212729","214145"
"116","PAR","214145","216076"
"117","INV","215276","216964"
"118","PAR","216964","218275"
"119","PAR","218275","218744"
"120","INV","218744","219490"
