"","speaker","begin","end"
"1","INV","0","6133"
"2","INV","6133","7676"
"3","INV","7676","9824"
"4","PAR","9556","12751"
"5","INV","12751","13589"
"6","PAR","13589","15333"
"7","INV","15333","16514"
"8","PAR","16514","23413"
"9","PAR","23413","32269"
"10","PAR","32313","37899"
"11","INV","37899","38898"
"12","PAR","38618","40000"
"13","INV","40000","40875"
"14","PAR","40875","43179"
"15","PAR","43179","60797"
"16","INV","60797","61497"
"17","PAR","61497","62619"
"18","INV","62619","63070"
"19","PAR","63070","63692"
"20","PAR","63472","70246"
"21","INV","70246","70802"
"22","PAR","70914","72643"
"23","INV","72024","72658"
"24","INV","73283","79429"
"25","PAR","79583","83659"
"26","PAR","83659","88391"
"27","PAR","88391","92127"
"28","INV","92127","95800"
"29","INV","95800","96735"
"30","PAR","96735","106319"
"31","INV","106319","107473"
"32","PAR","107473","108360"
"33","INV","108360","110761"
"34","PAR","110761","111746"
"35","INV","111746","113800"
"36","PAR","113800","114314"
"37","PAR","114314","116598"
"38","PAR","116598","118068"
"39","INV","117995","124675"
"40","PAR","124675","126744"
"41","INV","126000","126744"
