"","speaker","begin","end"
"1","INV","0","1885"
"2","PAR","1885","9809"
"3","PAR","9809","24088"
"4","PAR","24088","46364"
"5","PAR","46364","50784"
"6","INV","50784","75470"
"7","PAR","75470","76285"
"8","INV","76285","77415"
"9","PAR","77115","78036"
"10","PAR","78036","87045"
"11","PAR","87045","110828"
"12","PAR","110828","148000"
"13","PAR","148000","151227"
"14","PAR","151227","161006"
"15","INV","161006","172005"
"16","PAR","172005","172560"
"17","INV","172560","174388"
"18","PAR","174388","176861"
"19","INV","176861","178513"
"20","PAR","178513","180412"
"21","PAR","180412","185876"
"22","PAR","185876","190327"
"23","PAR","190327","193394"
"24","PAR","193394","199962"
"25","INV","199962","201349"
"26","PAR","201248","209314"
"27","INV","209314","213064"
"28","PAR","213064","214803"
"29","INV","214403","215510"
"30","PAR","215510","219367"
"31","PAR","219367","220686"
"32","INV","220686","221358"
"33","PAR","221358","226445"
"34","PAR","226444","229071"
"35","PAR","229071","234991"
"36","PAR","234991","246500"
"37","PAR","246500","250053"
"38","PAR","250053","253976"
"39","PAR","253976","259645"
"40","PAR","259645","265513"
"41","INV","265513","267007"
