"","speaker","begin","end"
"1","INV","0","4514"
"2","INV","4514","22835"
"3","PAR","22835","24948"
"4","PAR","24948","28887"
"5","INV","28887","30306"
"6","PAR","30306","40422"
"7","INV","40422","44263"
"8","PAR","44263","55377"
"9","INV","55377","56745"
"10","PAR","56745","80231"
"11","INV","80231","101287"
"12","PAR","101287","105610"
"13","PAR","105610","112509"
"14","PAR","112509","113659"
"15","INV","113659","115056"
"16","PAR","115056","120658"
"17","PAR","120658","123371"
"18","PAR","123371","133675"
"19","INV","133675","140227"
